109,Left_Calc__calcarine_cortex
112,Right_CO____central_operculum
113,Left_CO____central_operculum
114,Right_Cun___cuneus
115,Left_Cun___cuneus
116,Right_Ent___entorhinal_area
117,Left_Ent___entorhinal_area
118,Right_FO____frontal_operculum
119,Left_FO____frontal_operculum
120,Right_FRP___frontal_pole
121,Left_FRP___frontal_pole
122,Right_FuG___fusiform_gyrus
123,Left_FuG___fusiform_gyrus
124,Right_GRe___gyrus_rectus
125,Left_GRe___gyrus_rectus
128,Right_IOG___inferior_occipital_gyrus
129,Left_IOG___inferior_occipital_gyrus
132,Right_ITG___inferior_temporal_gyrus
133,Left_ITG___inferior_temporal_gyrus
134,Right_LiG___lingual_gyrus
135,Left_LiG___lingual_gyrus
136,Right_LOrG__lateral_orbital_gyrus
137,Left_LOrG__lateral_orbital_gyrus
138,Right_MCgG__middle_cingulate_gyrus
139,Left_MCgG__middle_cingulate_gyrus
140,Right_MFC___medial_frontal_cortex
141,Left_MFC___medial_frontal_cortex
142,Right_MFG___middle_frontal_gyrus
143,Left_MFG___middle_frontal_gyrus
144,Right_MOG___middle_occipital_gyrus
145,Left_MOG___middle_occipital_gyrus
146,Right_MOrG__medial_orbital_gyrus
147,Left_MOrG__medial_orbital_gyrus
148,Right_MPoG__postcentral_gyrus_medial_segment
149,Left_MPoG__postcentral_gyrus_medial_segment
150,Right_MPrG__precentral_gyrus_medial_segment
151,Left_MPrG__precentral_gyrus_medial_segment
152,Right_MSFG__superior_frontal_gyrus_medial_segment
153,Left_MSFG__superior_frontal_gyrus_medial_segment
154,Right_MTG___middle_temporal_gyrus
155,Left_MTG___middle_temporal_gyrus
156,Right_OCP___occipital_pole
157,Left_OCP___occipital_pole
160,Right_OFuG__occipital_fusiform_gyrus
161,Left_OFuG__occipital_fusiform_gyrus
162,Right_OpIFG_opercular_part_of_the_inferior_frontal_gyrus
163,Left_OpIFG_opercular_part_of_the_inferior_frontal_gyrus
164,Right_OrIFG_orbital_part_of_the_inferior_frontal_gyrus
165,Left_OrIFG_orbital_part_of_the_inferior_frontal_gyrus
166,Right_PCgG__posterior_cingulate_gyrus
167,Left_PCgG__posterior_cingulate_gyrus
168,Right_PCu___precuneus
169,Left_PCu___precuneus
170,Right_PHG___parahippocampal_gyrus
171,Left_PHG___parahippocampal_gyrus
172,Right_PIns__posterior_insula
173,Left_PIns__posterior_insula
174,Right_PO____parietal_operculum
175,Left_PO____parietal_operculum
176,Right_PoG___postcentral_gyrus
177,Left_PoG___postcentral_gyrus
178,Right_POrG__posterior_orbital_gyrus
179,Left_POrG__posterior_orbital_gyrus
180,Right_PP____planum_polare
181,Left_PP____planum_polare
182,Right_PrG___precentral_gyrus
183,Left_PrG___precentral_gyrus
184,Right_PT____planum_temporale
185,Left_PT____planum_temporale
186,Right_SCA___subcallosal_area
187,Left_SCA___subcallosal_area
190,Right_SFG___superior_frontal_gyrus
191,Left_SFG___superior_frontal_gyrus
192,Right_SMC___supplementary_motor_cortex
193,Left_SMC___supplementary_motor_cortex
194,Right_SMG___supramarginal_gyrus
195,Left_SMG___supramarginal_gyrus
196,Right_SOG___superior_occipital_gyrus
197,Left_SOG___superior_occipital_gyrus
198,Right_SPL___superior_parietal_lobule
199,Left_SPL___superior_parietal_lobule
200,Right_STG___superior_temporal_gyrus
201,Left_STG___superior_temporal_gyrus
202,Right_TMP___temporal_pole
203,Left_TMP___temporal_pole
204,Right_TrIFG_triangular_part_of_the_inferior_frontal_gyrus
205,Left_TrIFG_triangular_part_of_the_inferior_frontal_gyrus
206,Right_TTG___transverse_temporal_gyrus
207,Left_TTG___transverse_temporal_gyrus
